code,company,age
1320,3,-1.3050023382806082
846,4,-0.059958389777493855
216,0,-0.8381108575919403
745,4,0.7960093248183971
758,4,1.6519770394142883
637,2,-1.1493718447177188
1060,1,-1.2271870914991634
1330,3,1.262900805507065
61,0,1.4185312990699543
245,0,-0.21558888334038315
247,0,-1.3828175850620528
1092,1,-0.37121937690327245
726,4,-0.682480364029051
1264,3,-1.1493718447177188
226,0,-1.0715565979362742
1240,3,0.40693309091117397
4,0,0.09567210378539542
1110,1,-1.2271870914991634
263,0,-0.682480364029051
172,0,0.09567210378539542
293,0,0.9516398183812865
778,4,-0.059958389777493855
1043,1,-0.1377736365589385
872,4,-0.915926104373385
763,4,-0.7602956108104956
176,0,-0.8381108575919403
1325,3,0.6403788312555079
108,0,1.1850855587256204
742,4,-1.6162633254063867
181,0,-1.538448078624942
1172,3,-1.6940785721878313
33,0,1.0294550651627312
1069,1,0.4847483376926186
588,2,0.7960093248183971
1223,3,-0.21558888334038315
399,0,-0.5268498704661617
450,0,-0.059958389777493855
346,0,1.1072703119441758
904,1,-1.2271870914991634
999,1,0.09567210378539542
1039,1,0.09567210378539542
1012,1,0.2513025973482847
689,4,0.5625635844740633
684,4,0.4847483376926186
1003,1,-0.37121937690327245
647,2,-1.3050023382806082
502,2,0.9516398183812865
994,1,-1.3050023382806082
724,4,-0.682480364029051
1239,3,-1.538448078624942
1078,1,0.9516398183812865
155,0,-1.3050023382806082
843,4,-1.0715565979362742
834,4,1.1850855587256204
820,4,0.09567210378539542
721,4,-0.1377736365589385
661,4,-0.9937413511548295
116,0,1.262900805507065
565,2,0.7960093248183971
1128,1,0.4847483376926186
66,0,0.7181940780369526
563,2,1.4185312990699543
68,0,1.496346545851399
840,4,0.9516398183812865
1182,3,1.3407160522885098
713,4,-0.059958389777493855
901,1,0.7181940780369526
1201,3,-0.5268498704661617
380,0,1.0294550651627312
377,0,-1.4606328318434973
93,0,-0.8381108575919403
335,0,-0.682480364029051
928,1,-1.4606328318434973
873,4,-1.2271870914991634
912,1,0.017856857003950784
163,0,1.262900805507065
302,0,-0.059958389777493855
1053,1,0.2513025973482847
895,1,-0.7602956108104956
298,0,-1.0715565979362742
698,4,0.6403788312555079
436,0,0.7960093248183971
449,0,1.4185312990699543
848,4,-0.4490346236847171
321,0,1.1072703119441758
1287,3,1.1850855587256204
368,0,-1.3828175850620528
1179,3,0.017856857003950784
922,1,-0.915926104373385
1140,1,1.1850855587256204
174,0,1.262900805507065
67,0,-0.1377736365589385
278,0,-0.5268498704661617
1062,1,-1.2271870914991634
1055,1,-1.3828175850620528
1103,1,-1.538448078624942
447,0,0.017856857003950784
802,4,1.5741617926328435
177,0,0.9516398183812865
182,0,-1.0715565979362742
1084,1,1.262900805507065
664,4,-1.1493718447177188
143,0,-0.4490346236847171
1135,1,-0.37121937690327245
1002,1,0.9516398183812865
518,2,-1.3828175850620528
968,1,-0.1377736365589385
405,0,0.7960093248183971
326,0,1.5741617926328435
1066,1,0.017856857003950784
416,0,-0.4490346236847171
121,0,0.8738245715998418
1138,1,-1.3050023382806082
290,0,0.017856857003950784
57,0,-0.8381108575919403
652,4,-1.3050023382806082
193,0,1.496346545851399
474,2,0.40693309091117397
839,4,0.9516398183812865
978,1,-0.6046651172476063
373,0,1.7297922861957329
738,4,1.1850855587256204
1016,1,0.8738245715998418
657,4,0.17348735056684006
533,2,0.9516398183812865
366,0,1.7297922861957329
248,0,0.4847483376926186
202,0,-0.682480364029051
666,4,-1.6162633254063867
950,1,-0.8381108575919403
466,2,0.7181940780369526
370,0,-0.915926104373385
1171,3,-0.37121937690327245
106,0,-1.2271870914991634
1304,3,1.1072703119441758
237,0,0.32911784412972933
102,0,0.017856857003950784
749,4,0.9516398183812865
1142,1,-0.5268498704661617
389,0,0.017856857003950784
49,0,0.9516398183812865
1088,1,-1.4606328318434973
392,0,-1.2271870914991634
1040,1,-0.5268498704661617
1209,3,0.2513025973482847
521,2,-1.0715565979362742
254,0,0.09567210378539542
442,0,-1.4606328318434973
792,4,0.09567210378539542
441,0,-0.8381108575919403
137,0,1.3407160522885098
583,2,1.5741617926328435
505,2,-1.4606328318434973
89,0,-1.1493718447177188
908,1,1.0294550651627312
708,4,0.7960093248183971
296,0,-1.1493718447177188
1137,1,0.32911784412972933
280,0,-1.3050023382806082
362,0,1.262900805507065
437,0,1.3407160522885098
641,2,-1.3050023382806082
866,4,0.2513025973482847
979,1,-0.059958389777493855
772,4,-0.1377736365589385
896,1,0.5625635844740633
1000,1,-1.6162633254063867
688,4,-1.2271870914991634
109,0,-1.4606328318434973
410,0,-0.29340413012182776
751,4,0.9516398183812865
714,4,-0.21558888334038315
338,0,1.7297922861957329
1192,3,-0.8381108575919403
352,0,-0.5268498704661617
1114,1,0.5625635844740633
87,0,-0.9937413511548295
1146,3,1.5741617926328435
686,4,1.0294550651627312
191,0,-0.6046651172476063
988,1,-0.5268498704661617
1176,3,-0.915926104373385
1071,1,1.262900805507065
656,4,-0.7602956108104956
